Locality_clean,Latitude,Longitude,Year,Month,Day,Larvae,Pupae,Adults,MOTH_family,MOTH_sp,MOTH_id,feed,PARA_n1,PARA_sp1,PARA_n2,PARA_sp2,PARA_n3,PARA_sp3,PARA_n4,PARA_sp4,PARA_n5,PARA_sp5
"Maniwaki, Que.",NA,NA,1939,8,25,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manotick, Ont",NA,NA,1948,6,4,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mansfield, Ont",NA,NA,1949,6,22,3,NA,1,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maple Hill, Bruce, Ont",NA,NA,1949,6,20,?,6,0,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,6,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Mapleton, N.S.",NA,NA,1939,9,7,1,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mapleton, N.S.",NA,NA,1939,8,7,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mar., Ont",NA,NA,1949,6,16,NA,1,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mara Twp. D 83,NA,NA,1946,7,1,2,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marathon Tp. D45,4843,8623,1946,7,29,1,NA,NA,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,1,Phryxe pecosensis,NA,NA,NA,NA,NA,NA,NA,NA
"March, Ont",NA,NA,1942,6,12,NA,2,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"March, Ont",NA,NA,1942,6,12,1,NA,1,Geometridae,Alsophila pometaria,ALPO,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"March, Ont.",NA,NA,1942,6,12,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marchand, Man.",NA,NA,1938,8,8,?,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marieville, Que.",NA,NA,1941,7,18,1,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marjorie Tp D 74,NA,NA,1946,7,1,9,NA,4,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Diptera,NA,NA,NA,NA,NA,NA,NA,NA
Marjorie Tp D 74,NA,NA,1947,8,20,4,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,2,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Marjorie Twp. D74,NA,NA,1947,8,4,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Markdale, Ont",NA,NA,1949,6,21,4,NA,2,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Markstay D 70,NA,NA,1948,6,10,8,NA,4,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Markstay D 70,NA,NA,1948,6,10,5,NA,5,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marmora, Ont",NA,NA,1943,6,9,1,NA,1,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marmora, Ont",NA,NA,1943,6,15,50,NA,5,Geometridae,Alsophila pometaria,ALPO,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marmora, Ont",NA,NA,1949,6,14,2,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marmora, Ont",NA,NA,1949,6,14,1,NA,1,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marmora, Ont.",4429,7741,1946,8,23,2,NA,NA,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,2,Mericia ampelus,NA,NA,NA,NA,NA,NA,NA,NA
"Marmora, Ont.",NA,NA,1944,8,26,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquin Tp D 63,NA,NA,1947,8,15,11,NA,0,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Martin River, Ont",NA,NA,1942,9,14,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martintown, Glengarry, Ont",NA,NA,1949,7,9,7,NA,4,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Martintown, Ont.",NA,NA,1949,7,9,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martland Tp. D71,NA,NA,1946,7,29,100,NA,21,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Rogas sp.,1,Therion sassacus,1,Unknown,NA,NA,NA,NA
Mary Ann Lake,NA,NA,1945,8,23,1,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masham Mills, P.Q.",NA,NA,1937,8,7,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masham Mills, PQ",NA,NA,1937,8,20,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masham Mills, Que.",NA,NA,1938,7,13,2,NA,2,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masham, Que.",NA,NA,1938,9,3,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Masse Twp. D 45,NA,NA,1946,7,8,NA,3,2,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massey # 67,NA,NA,1949,7,27,23,NA,6,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,4,Diptera,NA,NA,NA,NA,NA,NA,NA,NA
Massey #67,NA,NA,1948,6,24,4,NA,3,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Schizotachina longicornis,NA,NA,NA,NA,NA,NA,NA,NA
Massey #67,4612,8205,1948,6,24,4,NA,3,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Schizotachina longicornis,NA,NA,NA,NA,NA,NA,NA,NA
Massey D 6,NA,NA,1948,6,25,1,NA,NA,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont",NA,NA,1942,6,15,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont.",4612,8205,1938,6,28,1,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Ascogaster sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont.",4612,8205,1938,6,28,2,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Campoplex sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont.",4612,8205,1938,7,22,4,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Microgaster perone,1,Campoplex sp.,NA,NA,NA,NA,NA,NA
"Massey, Ont.",4612,8205,1938,7,22,5,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Microgaster perone,1,Actia diffident,NA,NA,NA,NA,NA,NA
"Massey, Ont.",4612,8205,1938,7,22,2,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Exochus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont.",NA,NA,1938,8,22,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont.",4612,8205,1938,8,22,3,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Mesochorus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont.",NA,NA,1942,6,16,5,NA,2,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont.",NA,NA,1942,6,16,1,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massey, Ont.",4612,8205,1938,9,17,4,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Mesochorus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Masson, P.Q.",NA,NA,1938,7,4,5,NA,2,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matachawan D43,NA,NA,1949,7,12,2,NA,2,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matachawan d43,NA,NA,1949,7,12,5,NA,4,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matachawan d43,NA,NA,1949,7,13,2,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matachawan d43,NA,NA,1949,7,14,3,NA,3,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matachawen D63,NA,NA,1949,7,4,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matachewan,NA,NA,1949,7,12,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matachewan D 63,NA,NA,1948,6,16,2,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Matachewan, Ont",NA,NA,1937,7,22,NA,1,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matachewan, Ont",NA,NA,1945,8,11,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matachewan, Ont.",NA,NA,1937,7,22,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matachewan, Ont.",NA,NA,1945,8,13,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matachewan, Ont.",475612,803857,1945,8,13,1,NA,NA,Geometridae,Nepytia canosaria,NECA,solitary defoliators,1,Rogas sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Matachewan, Ont.",475612,803857,1942,9,15,1,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Rogas sp.,NA,NA,NA,NA,NA,NA,NA,NA
Matachwan,NA,NA,1948,7,6,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matachwan D 63,NA,NA,1949,7,5,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matane, P.Q.",NA,NA,1937,8,8,3,6,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matane, Que.",NA,NA,1947,7,28,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matchewan, Ont",NA,NA,1942,7,3,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matchewan, Ont",NA,NA,1942,7,3,NA,2,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matchewan, Ont",4756,8038,1942,7,18,1,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Exochus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Matchewan, Ont",4756,8038,1948,7,15,2,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,Microgaster peroneae,NA,NA,NA,NA,NA,NA,NA,NA
"Matchewan, Ont.",NA,NA,1942,8,15,3,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mathason Tp D 43,NA,NA,1947,8,7,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matheson Twp. D43,NA,NA,1947,8,7,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matheson, Ont.",4832,8028,1937,7,28,7,NA,2,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Actia diffidens,NA,NA,NA,NA,NA,NA,NA,NA
Mattagami Heights #93,NA,NA,1949,7,27,1,NA,NA,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,1,Zele sp.,NA,NA,NA,NA,NA,NA,NA,NA
Mattagami Twp D72,NA,NA,1947,7,15,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mattawa D 71,NA,NA,1948,8,4,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattawa, Ont",NA,NA,1937,8,12,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattawa, Ont.",4619,7842,1937,8,13,5,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Casinaria eupitheciae Vier.,NA,NA,NA,NA,NA,NA,NA,NA
"Mattawa, Ont.",4619,7842,1937,8,13,9,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Mesochorus sp.,1,Campoplegini sp.,NA,NA,NA,NA,NA,NA
"Mattawa, Ont.",NA,NA,1940,8,14,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattawa, Ont.",4619,7842,1937,9,6,7,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,2,Casinaria eupitheciae Vier.,NA,NA,NA,NA,NA,NA,NA,NA
"Mattawa, Ont.",NA,NA,1938,7,23,2,NA,2,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maude Twp.,NA,NA,1946,8,9,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
May Tp D 67,NA,NA,1946,5,30,2,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
May Tp D 67,NA,NA,1946,6,15,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
May Tp D 67,NA,NA,1947,6,28,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maynooth, Ont",NA,NA,1948,7,26,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maynooth, Ont",NA,NA,1947,9,12,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maynooth, Ont",NA,NA,1947,9,12,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maynooth, Ont",NA,NA,1947,9,12,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maynooth, Ont.",NA,NA,1948,7,26,3,NA,2,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maynooth, Ont.",NA,NA,1947,9,12,3,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maynooth, Ont.",NA,NA,1947,9,12,4,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Cankey Tp 83,NA,NA,1946,6,24,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Ewina D 74,NA,NA,1947,7,19,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Ewing Tp D 74,NA,NA,1947,7,8,5,NA,3,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Ewing Tp D 74,NA,NA,1946,8,28,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Gregor Tp D 24,NA,NA,1946,6,24,2,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Innis D 44,NA,NA,1949,7,8,5,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Diptera,NA,NA,NA,NA,NA,NA,NA,NA
Mc Intosh D 20,NA,NA,1948,6,14,2,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Kellar D 81,NA,NA,1949,7,11,11,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Mc Kenzie D 24,NA,NA,1949,6,30,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Kereown D 67,NA,NA,1948,7,6,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mc Kerrow, Ont.",4617,8146,1945,7,2,3,NA,1,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Pimplopterus sp.,NA,NA,NA,NA,NA,NA,NA,NA
Mc Master Tp D 37,NA,NA,1947,7,21,26,NA,1,Tortricidae,Archips cerasivorana,ARCE, colonial shelter-builders,1,Hymenoptera,7,Diptera,1,Hymenoptera,NA,NA,NA,NA
Mc Millan Tp D 47,NA,NA,1946,8,30,numerous,NA,0,Tortricidae,Archips cerasivorana,ARCE, colonial shelter-builders,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Mc Tavish, Ont",NA,NA,1945,7,3,1,1,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc Vittie Tp D 42,NA,NA,1946,7,15,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc. Conkery Tp. D 83,NA,NA,1946,6,21,1,NA,1,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mc. Conkery Tp. D 83,NA,NA,1946,6,24,1,NA,1,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McArce Tp D 25,NA,NA,1946,6,6,8,NA,0,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,2,Unknown,NA,NA,NA,NA,NA,NA,NA,NA
McArthur Twp.,NA,NA,1947,9,12,6,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcbert Ont D 33,NA,NA,1947,8,14,?,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Diptera,NA,NA,NA,NA,NA,NA,NA,NA
"McCahlay L., Ont.",NA,NA,1942,7,11,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McCaig Tp D 47,NA,NA,1947,9,3,5,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,2,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
McCaig Tp D 47,NA,NA,1947,9,4,10,NA,5,Geometridae,Macaria granitata,MAGR,solitary defoliators,2,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
McCaig Twp. D 47,NA,NA,1946,8,28,4,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McCoig Twp.,NA,NA,1946,8,24,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McCoig Twp. D 47,NA,NA,1946,8,30,4,NA,3,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McConnell Twp. D56,NA,NA,1947,7,22,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McCrea Twp.,NA,NA,1946,8,26,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McCrea Twp. D75,NA,NA,1946,8,19,NA,1,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McCrosson Tp. D22,NA,NA,1946,8,30,18,NA,2,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,4,Therion sassacus,NA,NA,NA,NA,NA,NA,NA,NA
McCrosson Tp. D22,NA,NA,1946,8,30,18,NA,2,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,4,Therion sassacus,NA,NA,NA,NA,NA,NA,NA,NA
"McDonald's Corners, Ont.",NA,NA,1949,7,16,3,NA,2,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McElroy Twp.,NA,NA,1947,9,8,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McEwing Twp.,NA,NA,1946,8,28,3,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McFadden Twp.,NA,NA,1947,9,8,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McGarry Twp.,NA,NA,1947,9,6,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McGregor Bay D67,NA,NA,1947,8,5,30,NA,16,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGregor Lake, Que.",NA,NA,1938,7,14,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGregor's Bay, Ont.",NA,NA,1945,8,28,10,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McInnes Siding D44,NA,NA,1949,7,22,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McInnes Siding D44,NA,NA,1949,7,22,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McIntosh,NA,NA,1946,6,7,NA,1,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McIntosh 20,NA,NA,1948,6,14,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McIntosh D 20,NA,NA,1949,5,25,1,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McIntosh D 20,NA,NA,1946,6,7,3,2,3,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McIntosh D 20,NA,NA,1948,6,14,1,NA,0,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
McIntosh D 20,NA,NA,1948,6,14,NA,1,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McIntyre,NA,NA,1946,6,11,1,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McIrvine Tp. D22,NA,NA,1946,8,15,num..,NA,8,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Therion sassacus,1,Hymenoptera,NA,NA,NA,NA,NA,NA
McKay Twp. D 85,NA,NA,1947,7,28,1,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McKine Twp. D 70,NA,NA,1947,7,28,27,2,16,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McKinnon tp.,NA,NA,1946,7,29,?,NA,NA,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Apanteles hyphantriae,NA,NA,NA,NA,NA,NA,NA,NA
McLaren Twp. D71,NA,NA,1947,8,8,11,NA,7,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
