"HERB_ID_SP","abun","rar.pd.obs","rar.pd.est","sr.obs","sr.est","shan.obs","shan.est","mpd.abun","mpd","mntd.abun","mntd","pd.abun","pd.ivs.abun","pd.ivs","species.specificity.index","effective.partners","proportional.generality","d","psv","psr","eed","hed","pae.even","haed.even","eaed.even","pse.even","HERB_family_2019","HERB_fam_top","HERB_sp","FEED_type","FEED_site","feeding","SC","HERB_ID","start_pheno","start_peak","end_pheno","end_peak","dias_peak","dias_pheno","group"
"CYPE",276,834.161,834.161,4,4,2.097,2.108,78.3793211027095,424.998885666667,148.81350426087,288.6932435,834.161066,291.142087142384,250.929078394827,0.765836766067,2.09671602672942,0.183745104788821,0.384699108884347,0.653743809205508,2.61497523682203,5.37890662471344,7.45674792283067,1.28901538971911,4.48304267807665,0.797637532479568,0.160753349930162,"Geometridae","Geometridae","Cyclophora pendulinaria","free","LEAF","solitary def.","S","CYPE",161,222,263,242,20,102,"late"
"DICO",207,451.873,451.873,2,2,1.89,1.894,112.731339555556,253.645514,253.645514,253.645514,451.872784,-88.8580778894959,44.8001509951579,0.735675633681605,1.88988157484231,0.165619227201469,0.356031482834973,0.390163810077149,0.780327620154297,14.4148991199345,9.99164668303863,0.621103364365358,5.31377598603184,0.996447814338635,0.346812275624132,"Geometridae","Geometridae","Digrammia continuata","free","LEAF","defoliator","S","DICO",191,211,263,232,21,72,"late"
"ECCR",2490,1806.825,1806.825,17,17,8.252,8.278,222.718819919221,429.659695779412,72.1150524297189,130.207590941177,1806.824855,1190.38716646968,78.557062492676,0.375488131328064,8.25163159783295,0.723129357191786,0.121322459779367,0.660913182725888,11.2355241063401,1.63504764154432,4.63243879619102,0.572073251802954,6.69319326084002,0.855902908638334,0.364003578692476,"Geometridae","Geometridae","Ectropis crepuscularia","free","LEAF","solitary def.","S","ECCR",150,161,283,181,20,133,"early"
"ENGR",363,464.842,464.842,5,5,1.487,1.495,12.4702316739142,77.4134166,76.3196030688705,62.9578032,464.841647,-81.0623489043752,-206.470017905339,0.915600941752582,1.48672982016666,0.130289139357278,0.336557742008677,0.119079234225075,0.595396171125376,6.14015978738289,9.88220595021732,0.293407072964876,5.6041959659535,0.950765687980411,0.0239775239157152,"Geometridae","Geometridae","Enypia griseata","free","LEAF","defoliator","S","ENGRI",140,NA,181,NA,NA,41,NA
"ENGR",363,464.842,464.842,5,5,1.487,1.495,12.4702316739142,77.4134166,76.3196030688705,62.9578032,464.841647,-81.0623489043752,-206.470017905339,0.915600941752582,1.48672982016666,0.130289139357278,0.336557742008677,0.119079234225075,0.595396171125376,6.14015978738289,9.88220595021732,0.293407072964876,5.6041959659535,0.950765687980411,0.0239775239157152,"Geometridae","Geometridae","Enypia griseata","free","LEAF","defoliator","S","ENGR",150,161,273,253,92,123,NA
"ENMA",211,999.572,999.572,8,8,6.078,6.181,177.134189136542,225.268836714286,142.941838862559,163.21616175,999.572341,458.708834648584,64.0216441941651,0.412132446853094,6.07780757453749,0.53262691534422,0.216597254202139,0.34651410244966,2.77211281959728,3.23461584853532,6.72619456682032,1.24212373507535,5.12164323970384,0.956984118780685,0.311396795083031,"Geometridae","Geometridae","Ennomos magnaria","free","LEAF","solitary def.","S","ENMA",150,191,253,222,31,103,NA
"ENPA",591,591.664,591.664,6,6,3.138,3.151,53.8841377998918,136.157449066667,63.4713305583756,94.7390883333333,591.664404,38.1996737661861,-167.726938205504,0.598249388147353,3.13776186730732,0.274976857028218,0.236788522720597,0.2094407595091,1.2566445570546,4.96612990914703,8.89811029013086,0.409081950701742,5.83499849491636,0.914316313569943,0.0994630979677939,"Geometridae","Geometridae","Enypia packardata","free","LEAF","solitary def.","S","ENPA",110,150,273,263,113,163,NA
"ENSU",280,1087.083,1087.083,8,8,6.151,6.229,192.135973299694,231.369869285714,213.851011235714,209.59038575,1087.083086,543.931462680465,151.532389194165,0.39739109703494,6.15071714830194,0.539016324830613,0.385998525059474,0.355898861816914,2.84719089453531,3.0774981294965,6.39947745491701,1.53827823502094,5.42045256612327,0.961961838481879,0.3377694989168,"Geometridae","Geometridae","Ennomos subsignaria","free","LEAF","solitary def.","S","ENSU",150,161,242,211,50,92,NA
"ENVE",349,591.664,591.664,6,6,4.015,4.044,64.7050452254415,136.157449066667,65.3559933467048,94.7390883333333,591.664404,46.2246637123449,-167.726938205504,0.534109629359049,4.01523848181102,0.351874267276578,0.167030376046636,0.2094407595091,1.2566445570546,4.96612990914703,8.89811029013086,0.433520704524869,5.55971562696089,0.949555479562678,0.119437083250157,"Geometridae","Geometridae","Enypia venata","free","LEAF","solitary def.","S","ENVE",120,150,283,263,113,163,NA
"EPAU",1305,572.176,572.176,6,6,3.739,3.746,53.5945835182408,133.559045733333,57.1811005118774,81.7470716666667,572.176379,-4.96538768653026,-187.214963205504,0.525166132655091,3.73896340868929,0.327662980858132,0.133787825212135,0.205443831163462,1.23266298698077,5.04440261695524,9.03835615552833,0.528364098318525,6.58799013443935,0.918320101790428,0.0989286184890688,"Geometridae","Geometridae","Epirrita autumnata","free","LEAF","solitary def.","S","EPAUO",140,171,222,191,20,82,"early"
"EPAU",1305,572.176,572.176,6,6,3.739,3.746,53.5945835182408,133.559045733333,57.1811005118774,81.7470716666667,572.176379,-4.96538768653026,-187.214963205504,0.525166132655091,3.73896340868929,0.327662980858132,0.133787825212135,0.205443831163462,1.23266298698077,5.04440261695524,9.03835615552833,0.528364098318525,6.58799013443935,0.918320101790428,0.0989286184890688,"Geometridae","Geometridae","Epirrita autumnata","free","LEAF","solitary def.","S","EPAUH",150,181,253,181,0,103,"early"
"EPPU",88,391.028,391.028,3,3,2.832,2.865,44.9647211115702,71.782132,58.8539029545454,60.17311,391.027648,-145.757041147377,-104.124662305008,0.593666025225293,2.83240760025786,0.248217223829708,0.136254987400395,0.110417052818765,0.331251158456295,9.57353931803392,10.5176079408394,0.381345751252724,4.47386513970308,0.999224611656665,0.103748771058178,"Geometridae","Geometridae","Epirrita pulchraria","free","LEAF","defoliator","S","EPPU",130,191,242,222,31,112,NA
"EPSU",42,685.116,685.116,3,3,2.866,2.936,254.920520816327,456.744316666667,208.144082952381,263.388579333333,685.116475,149.857197164703,189.964164694992,0.587024747583501,2.86601500794206,0.251162399317419,0.162893692853229,0.702575417209036,2.10772625162711,7.5365765235421,8.27977558325093,0.500309134295003,3.6050680610226,0.964522932521342,0.588187585698139,"Geometridae","Geometridae","Epirrhanthis substriataria","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"ERTI",1001,1466.543,1466.543,15,15,7.93,7.987,191.891488179521,215.705606209524,168.845669494506,127.593802666667,1466.542959,899.482171419389,-85.5654789069929,0.361384159986279,7.93049759790875,0.694986871650066,0.374388120233329,0.331803704494884,4.97705556742325,1.96138709845758,5.31153472641734,1.56121676030109,6.43795748589167,0.931854971197832,0.316255969807205,"Geometridae","Geometridae","Erannis tiliaria","free","LEAF","solitary def.","S","ERTI",130,150,211,181,31,81,"early"
"ERVA",82,874.756,874.756,7,7,5.506,5.717,163.849495086258,216.502227047619,137.181561170732,154.352682857143,874.755872,338.170149545504,27.2848524943306,0.449114745701015,5.5063309889705,0.48254572945127,0.215903855945568,0.333029086392937,2.33120360475056,3.73182832639081,7.26180261485599,1.16887374686786,4.26077850374415,0.966882223411282,0.294043575432931,"Geometridae","Geometridae","Erannis vancouverensis","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"EUAN",2718,607.193,607.193,7,7,3.147,3.15,47.8745096585773,126.144602952381,59.5416021479028,78.9932797142857,607.1928,-16.8056228597629,-240.27821950567,0.630277622418307,3.14689543431181,0.275777274540624,0.153482927491733,0.194038751690953,1.35827126183667,4.51677032629765,8.78922921889447,0.588142944325059,7.05972524609494,0.89277140773586,0.0859153821908059,"Geometridae","Geometridae","Eupithecia annulata","free","LEAF","solitary def.","S","EUAN",150,171,273,201,30,123,NA
"EUAN",2718,607.193,607.193,7,7,3.147,3.15,47.8745096585773,126.144602952381,59.5416021479028,78.9932797142857,607.1928,-16.8056228597629,-240.27821950567,0.630277622418307,3.14689543431181,0.275777274540624,0.153482927491733,0.194038751690953,1.35827126183667,4.51677032629765,8.78922921889447,0.588142944325059,7.05972524609494,0.89277140773586,0.0859153821908059,"Geometridae","Geometridae","Eupithecia annulata","free","LEAF","solitary def.","S","EUAN_2",150,171,273,201,30,123,NA
"EUCL",138,1327.621,1327.621,10,10,6.259,6.471,279.298067186095,415.170888311111,170.606018391304,144.1766706,1327.620804,789.178059078624,215.910752593834,0.472846797473625,6.25867609206848,0.548477275756913,0.178580137553922,0.638626140325026,6.38626140325026,2.45759633154057,5.65882467760216,1.19696790049498,4.67848120818169,0.949510925787134,0.477359113959292,"Geometridae","Geometridae","Eutrapela clemataria","free","LEAF","solitary def.","S","EUCL",171,191,273,211,20,102,NA
"EUCU",24,440.836,440.836,2,2,1.755,1.793,86.839173,231.571128,231.571128,231.571128,440.835591,-93.8267867566569,33.7629579951578,0.782881361258813,1.75476535060332,0.153778355826919,0.331122370921258,0.356208442954536,0.712416885909072,14.5506974989009,10.0857749465438,-1.39043329525303,3.13615241374751,0.986815384874757,0.267156332215902,"Geometridae","Geometridae","Eupithecia columbiata","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"EUFL",74,688.898,688.898,3,3,2.017,2.046,89.8626803579255,459.265088,108.541366702703,268.430122,688.897632,152.577198469343,193.745321694992,0.763807606290007,2.01733605158873,0.176788663542406,0.252563267094281,0.70645293009005,2.11935879027015,7.51543859933098,8.25655319995566,0.225209699015522,3.58407646555194,0.832718926860785,0.20734349998514,"Geometridae","Geometridae","Eupithecia fletcherata","free","LEAF","defoliator","S","EUFL",171,NA,263,NA,NA,92,NA
"EUGE",88,325.05,325.05,1,1,1,1,NA,NA,NA,NA,325.050027,-211.734662147377,6.05707129532337,1,1,0.0876347118285909,0.388482122752912,NA,NA,Inf,11.0710443369494,1.4250873813816,4.47733681447821,1,NA,"Geometridae","Geometridae","Eupithecia gelidata","free","LEAF","defoliator","S","EUGE",181,232,283,253,21,102,"late"
"EUHA",300,556.648,556.648,5,5,2.145,2.16,30.4680035994222,147.4305916,54.5949078866666,101.1928004,556.647983,12.8331373708646,-114.663681905339,0.784578968432173,2.14530564050949,0.1880032415903,0.271819167061731,0.226781386484856,1.13390693242428,5.68708094002615,9.15300367595945,0.43955098890519,5.15182771289765,0.903230047041403,0.0585832969324409,"Geometridae","Geometridae","Eupithecia harrisonata","free","LEAF","solitary def.","S","EUHA",181,211,273,263,52,92,"late"
"EUIN",103,480.93,480.93,3,3,1.776,1.794,39.0043593152984,188.468556666667,69.5047898834953,123.291599333333,480.930105,-56.3520008795763,-14.2222053050075,0.829608393097522,1.77639381531486,0.155673760099209,0.492187656627559,0.289907000479447,0.869721001438342,8.87338601400051,9.74841091707669,0.476778564587792,4.36229860781798,0.941219781975705,0.0899962069114787,"Geometridae","Geometridae","Eupithecia intricata","free","LEAF","defoliator","S","EUINT",211,222,283,242,20,72,"late"
"EUIT",26,325.05,325.05,1,1,1,1,NA,NA,NA,NA,325.050027,-209.678672987617,6.05707129532343,1,1,0.0876347118285909,0.671176206896803,NA,NA,Inf,11.0710443369494,-19.6228925637247,3.25809653802148,1,NA,"Geometridae","Geometridae","Eupithecia interruptofasciata","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"EULA",1332,480.37,480.37,6,6,4.252,4.26,55.9864437036857,75.1442385333333,51.686301072072,49.884574,480.370043,-97.6670738044902,-279.021299205504,0.497463061923266,4.25150837150126,0.372579710973355,0.114166835002102,0.115588728336474,0.693532370018846,5.44326934451924,9.75302939160114,0.5105821866621,7.03196553295165,0.977417090244688,0.10334368076275,"Geometridae","Geometridae","Eupithecia lariciata","free","LEAF","solitary def.","S","EULA",161,222,273,242,20,112,"late"
"EULA",1332,480.37,480.37,6,6,4.252,4.26,55.9864437036857,75.1442385333333,51.686301072072,49.884574,480.370043,-97.6670738044902,-279.021299205504,0.497463061923266,4.25150837150126,0.372579710973355,0.114166835002102,0.115588728336474,0.693532370018846,5.44326934451924,9.75302939160114,0.5105821866621,7.03196553295165,0.977417090244688,0.10334368076275,"Geometridae","Geometridae","Eupithecia lariciata","free","LEAF","solitary def.","S","EULAB",161,201,263,242,41,102,"late"
"EULO",86,391.028,391.028,3,3,2.327,2.355,43.5489897658193,71.782132,66.7875527674418,60.1731099999999,391.027648,-145.690718916417,-104.124662305008,0.66608923741975,2.32675771169084,0.203904741558978,0.220180346791704,0.110417052818765,0.331251158456295,9.57353931803392,10.5176079408394,0.159473761286549,4.42949456907979,0.99442056815044,0.100482201542363,"Geometridae","Geometridae","Eupithecia longipalpata","free","LEAF","defoliator","S","EULO",110,140,293,161,21,183,"early"
"EUMA",40,620.259,620.259,4,4,3.347,3.478,134.41164199,212.642718,167.4891987,181.7422335,620.259046,85.0660903956633,37.027058394827,0.569096624258074,3.34669632494723,0.293286768014555,0.281216442537067,0.327092294011715,1.30836917604686,6.27540361404475,8.69955664390161,1.70808455196434,3.60176716459343,0.97638516232257,0.27567375444847,"Geometridae","Geometridae","Euchlaena marginaria","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"EUMI",36,650.1,650.1,2,2,1.417,1.438,128.414825481482,650.100054,650.100054,650.100054,650.100054,115.039742857583,243.027420995158,0.892242776625991,1.41741118113173,0.124214420401102,0.33025652296713,1,2,12.2647536513803,8.50127941371652,-0.475707622909237,3.11916231251975,0.870418816277718,0.395061728395062,"Geometridae","Geometridae","Eupithecia misturata","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"EUNI",138,325.05,325.05,1,1,1,1,NA,NA,NA,NA,325.050027,-213.392717921376,6.05707129532343,1,1,0.0876347118285909,0.825952417697757,NA,NA,Inf,11.0710443369494,0.48898831346412,4.92725368515721,1,NA,"Geometridae","Geometridae","Eupithecia niphadophilata","free","LEAF","solitary def.","S","EUNI",191,NA,242,NA,NA,51,NA
"EUNO",731,464.842,464.842,5,5,1.687,1.691,17.0547184389504,77.4134166,69.1961386155951,62.9578032,464.841647,-93.2656394010133,-206.470017905339,0.88040886394362,1.68679768701762,0.147822029214923,0.347475951266029,0.119079234225075,0.595396171125376,6.14015978738289,9.88220595021732,0.6669692689086,6.37581164490651,0.966850453618424,0.0327924877371076,"Geometridae","Geometridae","Eufidonia notataria","free","LEAF","solitary def.","S","EUNO",161,211,263,242,31,102,"late"
"EUOL",20,349.332,349.332,2,2,2,2.052,24.282044,48.5640879999999,48.5640879999999,48.5640879999999,349.332071,-185.197662294737,-57.7405620048422,0.695608343640252,2,0.175269423657182,0.141915074578109,0.0747024826427718,0.149404965285544,15.6895241349388,10.87514941846,3.05542257798175,2.99573227355399,1,0.0747024826427719,"Geometridae","Geometridae","Eupithecia olivacea","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"EUOR",66,325.05,325.05,1,1,1,1,NA,NA,NA,NA,325.050027,-211.005117606817,6.05707129532331,1,1,0.0876347118285909,0.309905354489743,NA,NA,Inf,11.0710443369494,0.516218561180448,4.18965474202643,1,NA,"Geometridae","Geometridae","Eupithecia ornata","free","LEAF","defoliator","S","EUOR",191,222,273,242,20,82,"late"
"EUPA",2559,607.193,607.193,7,7,3.986,3.991,55.6350721025013,126.144602952381,60.0416375920281,78.9932797142857,607.1928,-11.5330054984437,-240.27821950567,0.541744421315127,3.98621319587501,0.349330644707833,0.107834497415178,0.194038751690953,1.35827126183667,4.51677032629765,8.78922921889447,0.591060381926599,7.16011613138041,0.912422181702594,0.099842453050442,"Geometridae","Geometridae","Eupithecia palpata","free","LEAF","solitary def.","S","EUPA",171,222,273,242,20,102,"late"
"EUPA",2559,607.193,607.193,7,7,3.986,3.991,55.6350721025013,126.144602952381,60.0416375920281,78.9932797142857,607.1928,-11.5330054984437,-240.27821950567,0.541744421315127,3.98621319587501,0.349330644707833,0.107834497415178,0.194038751690953,1.35827126183667,4.51677032629765,8.78922921889447,0.591060381926599,7.16011613138041,0.912422181702594,0.099842453050442,"Geometridae","Geometridae","Eupithecia palpata","free","LEAF","solitary def.","S","EUPAT",171,222,283,242,20,112,"late"
"EUPC",56,440.836,440.836,2,2,1.507,1.521,56.7112966530612,231.571128,231.571128,231.571128,440.835591,-94.8879424520167,33.7629579951579,0.864408529949301,1.50699306577254,0.132064903046661,0.322856379444426,0.356208442954536,0.712416885909072,14.5506974989009,10.0857749465438,1.38376129106557,3.91359527737951,0.972236857312901,0.17446944144712,"Geometridae","Geometridae","Euchlaena pectinaria","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"EUPE",62,509.111,509.111,3,3,2.985,3.034,129.739030251821,199.897717333333,164.137414967742,168.224306666667,509.111039,-26.8114611448966,13.9587286949924,0.561452964822132,2.9850538155932,0.261594330922346,0.304805110006751,0.307487618411017,0.92246285523305,8.6654087635015,9.51992455391508,1.26043636572787,4.11955303538802,0.998163047541039,0.299351683145271,"Geometridae","Geometridae","Eupithecia perfusca","free","LEAF","defoliator","S","EUPE",181,232,283,253,21,102,"late"
"EUPL",55,354.107,354.107,2,2,1.96,1.978,27.8950281600001,58.1146420000002,58.1146420000002,58.1146420000002,354.107348,-181.583024336537,-52.965285004842,0.710292988162109,1.96013170420779,0.171775577044334,0.52266256587973,0.0893933812840451,0.17878676256809,15.6318092412297,10.8351445026093,0.238844270894499,4.00677449710958,0.99986058356092,0.085817646032683,"Geometridae","Geometridae","Eupithecia placidata","free","LEAF","defoliator","S","EUPL",201,242,263,242,0,62,"late"
"EUPS",101,325.05,325.05,1,1,1,1,NA,NA,NA,NA,325.050027,-212.165756648617,6.05707129532331,1,1,0.0876347118285909,0.336366297948053,NA,NA,Inf,11.0710443369494,0.0795764155960021,4.61512051684126,1,NA,"Geometridae","Geometridae","Eupithecia pseudotsugata","free","LEAF","solitary def.","S","EUPS",150,191,181,263,72,31,NA
"EURA",126,478.874,478.874,3,3,1.359,1.37,19.8427744814815,179.739859333333,81.0136333015873,127.908590666667,478.874252,-59.1705595356163,-16.2780583050077,0.927613608350129,1.35850838835888,0.119052491130554,0.403917997697847,0.276480302112593,0.82944090633778,8.88883050786137,9.7653784278245,0.733332499083096,4.44149574694383,0.918369903243192,0.0457839705428207,"Geometridae","Geometridae","Eupithecia ravocostaliata","free","LEAF","solitary def.","S","EURA",150,161,273,211,50,123,NA
"EUUN",414,517.85,517.85,4,4,2.165,2.173,95.3140542809167,162.713823,206.548514758454,108.541211,517.850405,-29.7448077938547,-65.381582605173,0.767480573793859,2.16462343331735,0.189696150796181,0.494125069938321,0.250290431447957,1.00116172579183,6.8172291901593,9.45068638477976,0.52296206971094,5.89503639742087,0.978288668056552,0.195485917784417,"Geometridae","Geometridae","Eupithecia unicolor","free","LEAF","solitary def.","S","EUUN",120,140,293,191,51,173,"early"
"GADY",462,607.193,607.193,7,7,3.901,3.927,67.4055528902944,126.144602952381,54.022655987013,78.9932797142857,607.1928,58.0058536631054,-240.27821950567,0.557965045586042,3.90113392561698,0.341874747376184,0.200691350558332,0.194038751690953,1.35827126183667,4.51677032629765,8.78922921889447,0.428532786439349,5.85378848931364,0.95407490479358,0.120965705542525,"Geometridae","Geometridae","Gabriola dyari","free","LEAF","solitary def.","S","GADY",140,181,242,181,0,102,"early"
"GLNI",115,363.848,363.848,2,2,1.473,1.479,17.6019257466919,77.595156,77.595156,77.595156,363.847605,-173.832434265336,-43.2250280048422,0.875122494540066,1.47286925894327,0.129074473068683,0.283340654556011,0.119358790270151,0.238717580540302,15.5126215712476,10.7525299052037,0.556729227767015,4.72115951049673,0.99498989295876,0.054151436039388,"Geometridae","Geometridae","Glena nigricaria","free","LEAF","solitary def.","S","GLNI",201,222,253,242,20,52,"late"
"HESU",66,877.034,877.034,4,4,3.607,3.691,328.505761807163,439.289738666667,342.623675878788,331.5658025,877.033625,340.978480393183,293.801637394827,0.523366164312647,3.60690121573528,0.316089748635156,0.238468327329071,0.675726353141738,2.70290541256695,5.23062831676929,7.25119054065129,0.681682464362078,4.1259949053024,0.98480546950911,0.673754262462421,"Geometridae","Geometridae","Hesperumia sulphuraria","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"HYAB",36,363.848,363.848,2,2,1.569,1.592,21.55421,77.595156,77.595156,77.595156,363.847605,-171.212706142417,-43.2250280048421,0.844548192079955,1.5691925832142,0.137515739833538,0.223072800851402,0.119358790270151,0.238717580540302,15.5126215712476,10.7525299052037,-0.984258974353345,3.56702411501429,0.995397031877017,0.066310439038973,"Geometridae","Geometridae","Hydriomena albimontanata","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"HYDI",493,405.543,405.543,3,3,2.123,2.127,34.7729895655608,81.4591546666667,78.6532489411765,79.5271553333333,405.543182,-144.671758916774,-89.6091283050077,0.748614164323868,2.12297337049062,0.186046159542718,0.159743723105345,0.125302488694558,0.375907466083675,9.45843511587676,10.3911530498722,0.610643973756935,6.16192115239419,0.99377663663332,0.0802330103303473,"Geometridae","Geometridae","Hydriomena divisaria","free","LEAF","solitary def.","S","HYDI",171,232,293,263,31,122,"late"
"HYDI",493,405.543,405.543,3,3,2.123,2.127,34.7729895655608,81.4591546666667,78.6532489411765,79.5271553333333,405.543182,-144.671758916774,-89.6091283050077,0.748614164323868,2.12297337049062,0.186046159542718,0.159743723105345,0.125302488694558,0.375907466083675,9.45843511587676,10.3911530498722,0.610643973756935,6.16192115239419,0.99377663663332,0.0802330103303473,"Geometridae","Geometridae","Hydriomena divisaria","free","LEAF","solitary def.","S","HYDIF",171,232,293,263,31,122,"late"
"HYFU",216,803.924,803.924,4,4,1.741,1.753,91.101067337963,414.919956666667,114.446382361111,258.4564565,803.924279,262.894967071184,220.692291394827,0.860200119344673,1.74050876741562,0.152528984267604,0.393328292182904,0.638240151056297,2.55296060422519,5.48906469427035,7.60945943348926,0.768544103566675,4.65293270682563,0.86561706276908,0.186845223341499,"Geometridae","Geometridae","Hydriomena furcata","free","LEAF","solitary def.","S","HYFU",120,161,263,181,20,143,"early"
"HYIR",269,881.698,881.698,6,6,4.17,4.209,117.160904308785,314.987079066667,95.2234596728624,192.677342666667,881.69801,338.911158950744,122.306667794496,0.514937960427569,4.16969781569578,0.365410266490804,0.148458926893734,0.484520924323238,2.90712554593943,4.03489646244102,7.22956394393348,0.53452564912407,4.84595321118983,0.866166792599533,0.216263764793568,"Geometridae","Geometridae","Hydriomena irata","free","LEAF","solitary def.","S","HYIR",140,211,273,242,31,133,"late"
"HYMA",20,363.848,363.848,2,2,1.842,1.89,32.58996552,77.595156,77.595156,77.595156,363.847605,-170.682128294737,-43.2250280048421,0.75262979804365,1.84202277503731,0.161425135072096,0.173271282315467,0.119358790270151,0.238717580540302,15.5126215712476,10.7525299052037,3.43154202144308,2.99150779670664,0.998589834984708,0.100261383826927,"Geometridae","Geometridae","Hydriomena marinata","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"HYNU",30,325.05,325.05,1,1,1,1,NA,NA,NA,NA,325.050027,-209.811317449537,6.05707129532337,1,1,0.0876347118285909,0.478708200985203,NA,NA,Inf,11.0710443369494,-0.275234494634784,3.40119738166216,1,NA,"Geometridae","Geometridae","Hydriomena nubilofasciata","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"HYRE",81,730.593,730.593,4,4,2.403,2.449,268.18544765615,365.779604333333,487.894712469136,222.17038,730.593209,194.040647660983,147.361221394827,0.729015793666486,2.40275709117868,0.210564925279547,0.358604520722457,0.562651244347279,2.25060497738912,5.77732720734634,8.00907612988875,1.18267198128258,4.22866460037922,0.962274098878366,0.550039328061441,"Geometridae","Geometridae","Hydriomena renunciata","free","LEAF","defoliator","S","HYRE",191,232,273,232,0,82,"late"
"HYSP",48,405.543,405.543,3,3,2.922,2.984,53.16719684375,81.4591546666666,79.76865525,79.5271553333333,405.543182,-129.915062528177,-89.6091283050078,0.573457100919486,2.92205413278767,0.25607337187439,0.180029813689282,0.125302488694558,0.375907466083675,9.45843511587676,10.3911530498722,-0.0592038197781479,3.86880397434437,0.999380802867955,0.122674647963689,"Geometridae","Geometridae","Hydriomena speciosata","free","LEAF","defoliator","S","HYSP",130,150,232,161,11,102,"early"
"HYUN",45,559.414,559.414,3,3,2.391,2.446,119.805067685926,235.29518,232.191803333333,233.433154,559.414194,24.0554328182633,64.2618836949924,0.686201255088524,2.39084960688094,0.209521416324511,0.270785637659877,0.361936871951098,1.08581061585329,8.31266120367435,9.13239174989129,1.47971337613041,3.70140231754248,0.97234843579889,0.276430682359071,"Geometridae","Geometridae","Hypagyrtis unipunctata","free","LEAF","defoliator","S","HYUNU",140,161,273,242,81,133,NA
"IREM",68,670.562,670.562,4,4,2.85,2.916,138.294453764706,232.818314666667,226.716568882353,228.3300905,670.562201,134.440734162223,87.330213394827,0.619564206343374,2.85049081336564,0.249801940999344,0.375246649145745,0.358126896366427,1.43250758546571,6.03797782726601,8.3704146145058,1.27682212690407,3.99113727726981,0.945877471055178,0.283637270732495,"Geometridae","Geometridae","Iridopsis emasculatum","free","LEAF","defoliator","S","IREM",181,232,283,253,21,102,"late"
"IREP",45,782.11,782.11,5,5,4.276,4.476,176.504876397037,236.2411352,231.003243466667,222.4087972,782.110225,246.751463818264,110.798560094662,0.491407653055466,4.27562787974056,0.374693417127353,0.309320007742853,0.363391963662258,1.81695981831129,4.79910398421965,7.72385989791665,1.51852518874158,3.72923310895162,0.979659509865459,0.339380214074396,"Geometridae","Geometridae","Iridopsis ephyraria","free",NA,"defoliator","S",NA,NA,NA,NA,NA,NA,NA,NA
"IRLA",82,872.2,872.2,5,5,3.68,3.772,185.651537747769,373.9312946,161.590459292683,215.071298,872.199727,335.614004545503,200.888062094661,0.572622232826429,3.6795179021799,0.322453491025677,0.239970600550391,0.575190376157083,2.87595188078541,4.51943620339896,7.27375196857751,1.15850473360119,4.00238152969093,0.908245183120222,0.356967240283772,"Geometridae","Geometridae","Iridopsis larvaria","free","LEAF","defoliator","S","IRLA",171,211,263,232,21,92,"late"
"IRVE",175,440.56,440.56,4,4,2.771,2.795,42.154666411102,79.2327693333333,71.3219857371428,75.2629985,440.559603,-99.1101031941362,-142.672384605173,0.64215486474013,2.77098967807517,0.242834881918118,0.18155552749058,0.121877807647949,0.487511230591797,7.27705418389734,10.0881391807008,0.596447706650249,5.07244010041841,0.982120096753022,0.0864578022038886,"Geometridae","Geometridae","Iridopsis vellivolata","free","LEAF","solitary def.","S","IRVE",181,211,263,211,0,82,"late"
"LAFI",9441,1475.891,1475.891,15,15,5.249,5.253,120.376285817538,426.327294038095,61.2475074536595,99.945128,1475.890969,628.950366768232,-76.2174689069934,0.498551021684155,5.2494410721655,0.460033255620393,0.133293196583135,0.655787199854771,9.83680799782156,1.95338609524257,5.28986760805191,0.555819094790712,7.82227460231294,0.85463026777224,0.198391910835562,"Geometridae","Geometridae","Lambdina fiscellaria","free","LEAF","solitary def.","S","LAFIL",140,181,273,211,30,133,NA
"LAFI",9441,1475.891,1475.891,15,15,5.249,5.253,120.376285817538,426.327294038095,61.2475074536595,99.945128,1475.890969,628.950366768232,-76.2174689069934,0.498551021684155,5.2494410721655,0.460033255620393,0.133293196583135,0.655787199854771,9.83680799782156,1.95338609524257,5.28986760805191,0.555819094790712,7.82227460231294,0.85463026777224,0.198391910835562,"Geometridae","Geometridae","Lambdina fiscellaria","free","LEAF","solitary def.","S","LAFIF",150,191,273,232,41,123,NA
